"행정구역","2024년12월_계_총인구수","2024년12월_계_연령구간인구수","2024년12월_계_0~9세","2024년12월_계_10~19세","2024년12월_계_20~29세","2024년12월_계_30~39세","2024년12월_계_40~49세","2024년12월_계_50~59세","2024년12월_계_60~69세","2024년12월_계_70~79세","2024년12월_계_80~89세","2024년12월_계_90~99세","2024년12월_계_100세 이상"
"충청남도 당진시 면천면(4427035000)","3,286","3,286","38","148","165","165","254","581","917","574","368","74","2"
"충청남도 당진시 순성면(4427036000)","4,684","4,684","99","218","276","194","396","815","1,165","817","584","119","1"
"충청남도 당진시 우강면(4427037000)","5,225","5,225","157","288","358","294","536","844","1,173","885","598","92","0"
"충청남도 당진시 신평면(4427038000)","14,426","14,426","761","1,841","1,168","1,019","2,365","2,489","2,428","1,398","804","149","4"
"충청남도 당진시 송산면(4427039000)","11,285","11,285","520","958","957","1,358","1,965","2,174","1,741","914","592","106","0"
"충청남도 당진시 당진1동(4427051000)","38,651","38,651","4,717","4,101","4,153","7,749","7,173","5,241","3,261","1,445","696","114","1"
"충청남도 당진시 당진2동(4427052000)","21,981","21,981","2,063","2,627","2,150","2,987","3,863","3,550","2,640","1,311","671","118","1"
"충청남도 당진시 당진3동(4427053000)","15,797","15,797","995","2,313","1,800","1,575","2,918","3,112","1,721","823","473","65","2"
"충청남도 금산군 (4471000000)","49,615","49,615","1,721","4,051","3,282","3,067","5,165","8,654","11,064","7,262","4,551","779","19"
"충청남도 금산군 금산읍(4471025000)","22,600","22,600","1,167","2,416","1,882","1,854","3,185","4,056","3,826","2,604","1,410","197","3"
"충청남도 금산군 금성면(4471031000)","3,039","3,039","51","118","138","139","224","557","784","587","356","83","2"
"충청남도 금산군 제원면(4471032000)","2,708","2,708","47","110","123","125","172","449","758","520","336","64","4"
"충청남도 금산군 부리면(4471033000)","2,345","2,345","36","73","68","71","148","360","650","485","380","73","1"
"충청남도 금산군 군북면(4471034000)","2,317","2,317","77","99","81","94","179","369","648","436","278","56","0"
"충청남도 금산군 남일면(4471035000)","2,761","2,761","60","434","117","111","171","395","628","439","327","76","3"
"충청남도 금산군 남이면(4471036000)","1,971","1,971","29","125","61","56","124","341","607","309","284","34","1"
"충청남도 금산군 진산면(4471037000)","3,100","3,100","53","133","137","116","215","599","817","570","399","61","0"
"충청남도 금산군 복수면(4471038000)","2,857","2,857","54","118","127","145","224","478","792","541","321","54","3"
"충청남도 금산군 추부면(4471039000)","5,917","5,917","147","425","548","356","523","1,050","1,554","771","460","81","2"
"충청남도 부여군 (4476000000)","59,550","59,550","1,895","3,932","3,906","3,531","5,703","9,388","13,762","9,556","6,517","1,326","34"
"충청남도 부여군 부여읍(4476025000)","18,022","18,022","653","1,523","1,569","1,399","2,012","3,241","3,733","2,349","1,309","228","6"
"충청남도 부여군 규암면(4476031000)","11,433","11,433","666","1,135","1,100","952","1,524","1,910","2,051","1,200","767","126","2"
"충청남도 부여군 은산면(4476032000)","3,522","3,522","69","166","179","142","261","550","978","667","426","83","1"
"충청남도 부여군 외산면(4476033000)","2,159","2,159","24","72","76","73","127","314","594","471","330","75","3"
"충청남도 부여군 내산면(4476034000)","1,454","1,454","28","58","44","58","85","178","412","319","218","54","0"
"충청남도 부여군 구룡면(4476035000)","2,178","2,178","40","99","96","92","155","334","507","431","340","81","3"
"충청남도 부여군 홍산면(4476036000)","2,576","2,576","60","123","117","96","217","337","669","516","370","68","3"
"충청남도 부여군 옥산면(4476037000)","1,335","1,335","18","48","44","45","92","176","350","314","197","51","0"
"충청남도 부여군 남면(4476038000)","1,716","1,716","31","65","73","65","125","191","452","356","296","61","1"
"충청남도 부여군 충화면(4476039000)","1,054","1,054","16","23","34","35","55","139","310","229","166","46","1"
"충청남도 부여군 양화면(4476040000)","1,559","1,559","24","43","37","44","95","181","433","323","304","73","2"
"충청남도 부여군 임천면(4476041000)","2,617","2,617","65","96","106","107","180","361","634","564","411","90","3"
"충청남도 부여군 장암면(4476042000)","2,471","2,471","50","97","97","110","169","339","636","476","404","90","3"
"충청남도 부여군 세도면(4476043000)","2,885","2,885","54","126","119","134","225","408","759","564","411","83","2"
"충청남도 부여군 석성면(4476044000)","2,637","2,637","60","176","155","100","223","462","680","424","294","59","4"
"충청남도 부여군 초촌면(4476045000)","1,932","1,932","37","82","60","79","158","267","564","353","274","58","0"
"충청남도 서천군 (4477000000)","48,204","48,204","1,570","2,962","2,985","2,834","4,593","7,651","10,802","8,133","5,518","1,132","24"
"충청남도 서천군 장항읍(4477025000)","10,739","10,739","429","748","876","893","1,233","1,892","2,157","1,500","885","123","3"
"충청남도 서천군 서천읍(4477025300)","12,741","12,741","701","1,318","1,077","896","1,585","2,239","2,274","1,568","899","183","1"
"충청남도 서천군 마서면(4477031000)","4,504","4,504","78","212","202","201","368","733","1,096","855","622","135","2"
"충청남도 서천군 화양면(4477032000)","2,049","2,049","32","45","66","91","132","236","523","441","390","92","1"
"충청남도 서천군 기산면(4477033000)","1,457","1,457","11","47","44","51","97","183","397","319","242","62","4"
"충청남도 서천군 한산면(4477034000)","2,300","2,300","30","86","88","87","174","312","540","471","416","94","2"
"충청남도 서천군 마산면(4477035000)","1,386","1,386","15","58","59","56","78","160","365","276","255","63","1"
"충청남도 서천군 시초면(4477036000)","1,156","1,156","15","28","48","36","66","147","303","240","226","45","2"
"충청남도 서천군 문산면(4477037000)","1,179","1,179","23","25","32","33","81","125","313","291","215","41","0"
"충청남도 서천군 판교면(4477038000)","1,915","1,915","29","49","70","55","99","247","547","447","300","72","0"
"충청남도 서천군 종천면(4477039000)","1,963","1,963","28","77","72","78","126","248","493","456","311","71","3"
"충청남도 서천군 비인면(4477040000)","2,791","2,791","55","65","119","152","157","442","798","573","348","78","4"
"충청남도 서천군 서면(4477041000)","4,024","4,024","124","204","232","205","397","687","996","696","409","73","1"
"충청남도 청양군 (4479000000)","29,658","29,658","874","1,872","2,377","1,730","2,603","4,642","6,958","4,572","3,374","644","12"
"충청남도 청양군 청양읍(4479025000)","10,098","10,098","462","991","1,360","818","1,179","1,545","1,800","1,132","674","132","5"
"충청남도 청양군 운곡면(4479031000)","1,982","1,982","27","72","102","80","107","314","552","354","309","64","1"
"충청남도 청양군 대치면(4479032000)","2,167","2,167","42","84","122","100","157","363","594","383","267","55","0"
"충청남도 청양군 정산면(4479033000)","3,364","3,364","96","242","210","227","303","573","767","521","355","69","1"
"충청남도 청양군 목면(4479034000)","1,442","1,442","39","63","76","64","110","234","390","235","192","39","0"
"충청남도 청양군 청남면(4479035000)","1,752","1,752","46","81","82","78","128","277","441","335","241","42","1"
"충청남도 청양군 장평면(4479036000)","2,197","2,197","53","95","101","78","174","323","567","420","347","39","0"
"충청남도 청양군 남양면(4479037000)","2,575","2,575","46","75","140","114","144","393","702","441","432","86","2"
"충청남도 청양군 화성면(4479038000)","2,017","2,017","27","94","93","72","133","313","564","377","284","60","0"
"충청남도 청양군 비봉면(4479039000)","2,064","2,064","36","75","91","99","168","307","581","374","273","58","2"
"충청남도 홍성군 (4480000000)","99,198","99,198","6,079","9,317","8,634","9,866","13,262","15,986","17,014","10,747","6,949","1,305","39"
"충청남도 홍성군 홍성읍(4480025000)","35,162","35,162","1,627","3,557","3,872","3,041","4,740","6,723","5,965","3,494","1,825","312","6"
"충청남도 홍성군 광천읍(4480025300)","7,424","7,424","182","433","325","337","579","1,125","1,840","1,442","1,008","149","4"
"충청남도 홍성군 홍북읍(4480025600)","33,771","33,771","3,896","4,404","3,429","5,520","6,348","4,782","3,073","1,430","734","151","4"
"충청남도 홍성군 금마면(4480032000)","3,248","3,248","53","113","148","141","221","569","863","605","433","99","3"
"충청남도 홍성군 홍동면(4480033000)","3,276","3,276","83","236","173","150","285","469","816","521","454","88","1"
"충청남도 홍성군 장곡면(4480034000)","2,714","2,714","45","108","93","104","169","389","701","536","479","88","2"
"충청남도 홍성군 은하면(4480035000)","2,057","2,057","17","47","90","81","127","261","545","448","351","86","4"
"충청남도 홍성군 결성면(4480036000)","1,941","1,941","22","59","73","77","110","242","552","398","336","68","4"
"충청남도 홍성군 서부면(4480037000)","2,991","2,991","38","112","122","109","216","421","862","603","420","85","3"
"충청남도 홍성군 갈산면(4480038000)","3,334","3,334","54","115","152","158","223","449","888","672","523","98","2"
"충청남도 홍성군 구항면(4480039000)","3,280","3,280","62","133","157","148","244","556","909","598","386","81","6"
"충청남도 예산군 (4481000000)","78,772","78,772","3,361","5,455","5,683","6,523","8,635","13,049","16,594","10,966","7,131","1,337","38"
"충청남도 예산군 예산읍(4481025000)","30,000","30,000","1,219","2,789","2,691","2,189","3,734","5,500","5,894","3,650","1,969","349","16"
"충청남도 예산군 삽교읍(4481025300)","17,185","17,185","1,648","1,359","1,514","2,883","2,468","2,453","2,404","1,380","904","170","2"
"충청남도 예산군 대술면(4481031000)","2,283","2,283","31","57","89","89","173","321","657","489","315","58","4"
"충청남도 예산군 신양면(4481032000)","2,863","2,863","27","113","119","122","231","425","758","582","409","74","3"
"충청남도 예산군 광시면(4481033000)","2,849","2,849","37","99","114","102","177","473","758","563","443","81","2"
"충청남도 예산군 대흥면(4481034000)","1,649","1,649","16","48","55","60","101","247","480","376","216","50","0"
"충청남도 예산군 응봉면(4481035000)","2,324","2,324","33","104","137","135","180","384","638","389","277","47","0"
"충청남도 예산군 덕산면(4481036000)","6,234","6,234","151","343","348","341","546","1,154","1,585","1,016","609","137","4"
"충청남도 예산군 봉산면(4481037000)","2,313","2,313","44","112","99","98","188","347","604","394","350","75","2"
"충청남도 예산군 고덕면(4481038000)","4,116","4,116","64","185","196","187","318","629","1,000","805","611","117","4"
"충청남도 예산군 신암면(4481039000)","3,143","3,143","43","91","141","147","222","507","806","604","482","100","0"
"충청남도 예산군 오가면(4481040000)","3,813","3,813","48","155","180","170","297","609","1,010","718","546","79","1"
"충청남도 태안군 (4482500000)","60,133","60,133","2,137","3,899","4,053","4,037","6,556","10,221","13,521","9,333","5,331","1,028","17"
"충청남도 태안군 태안읍(4482525000)","28,864","28,864","1,573","2,664","2,552","2,651","3,954","4,985","5,206","3,292","1,688","292","7"
"충청남도 태안군 안면읍(4482525300)","7,944","7,944","209","438","398","370","840","1,372","1,946","1,458","779","129","5"
"충청남도 태안군 고남면(4482531000)","2,241","2,241","51","93","80","91","182","392","572","413","309","57","1"
"충청남도 태안군 남면(4482532000)","4,198","4,198","67","160","309","205","355","660","1,076","785","487","93","1"
"충청남도 태안군 근흥면(4482533000)","5,328","5,328","75","165","226","247","414","853","1,566","1,086","569","124","3"
"충청남도 태안군 소원면(4482534000)","5,122","5,122","61","151","187","157","381","880","1,469","1,050","644","142","0"
"충청남도 태안군 원북면(4482535000)","4,281","4,281","75","153","216","239","290","735","1,110","799","549","115","0"
"충청남도 태안군 이원면(4482536000)","2,155","2,155","26","75","85","77","140","344","576","450","306","76","0"
"전북특별자치도  (5200000000)","1,738,690","1,738,690","95,081","161,370","181,258","172,652","234,476","301,960","288,862","179,787","104,235","18,547","462"
"전북특별자치도 전주시 (5211000000)","635,651","635,651","40,521","67,005","81,165","75,967","95,686","109,608","87,915","49,622","24,207","3,871","84"
"전북특별자치도 전주시 완산구 (5211100000)","321,910","321,910","17,787","31,895","41,762","36,760","45,656","57,718","47,941","27,235","12,896","2,208","52"
"전북특별자치도 전주시 완산구 중앙동(5211151000)","9,591","9,591","607","639","866","1,388","1,220","1,451","1,609","1,130","577","103","1"
"전북특별자치도 전주시 완산구 풍남동(5211153000)","3,509","3,509","72","124","222","306","393","560","756","634","379","62","1"
"전북특별자치도 전주시 완산구 노송동(5211160500)","10,296","10,296","431","634","977","969","1,306","1,690","1,883","1,446","816","139","5"
"전북특별자치도 전주시 완산구 완산동(5211163500)","4,808","4,808","221","321","415","437","591","782","860","704","410","67","0"
"전북특별자치도 전주시 완산구 동서학동(5211165000)","5,793","5,793","145","377","554","428","620","937","1,271","883","495","82","1"
"전북특별자치도 전주시 완산구 서서학동(5211166000)","7,890","7,890","186","490","758","619","873","1,416","1,703","1,205","557","79","4"
