,구분,위치(구역명),운동기구 기종명,운동기구 수량,관리번호,관리기관
227,낙산공원,농구장 입구,체스트업머신,1,낙산공원-6(농구장 입구)-4,중부공원녹지사업소
228,낙산공원,비우당 위,허리돌리기,1,낙산공원-7(비우당 위)-1,중부공원녹지사업소
229,낙산공원,비우당 위,파도타기,1,낙산공원-7(비우당 위)-2,중부공원녹지사업소
230,낙산공원,비우당 위,온몸근육풀기,1,낙산공원-7(비우당 위)-3,중부공원녹지사업소
231,낙산공원,비우당 위,온몸역기내리기,1,낙산공원-7(비우당 위)-4,중부공원녹지사업소
232,낙산공원,비우당 위,하늘걷기,1,낙산공원-7(비우당 위)-5,중부공원녹지사업소
233,낙산공원,비우당 위,무릎오금펴기,1,낙산공원-7(비우당 위)-6,중부공원녹지사업소
234,낙산공원,비우당 위,온몸밀어올리기,1,낙산공원-7(비우당 위)-7,중부공원녹지사업소
235,낙산공원,동대문정자 옆,달리기운동,1,낙산공원-8(동대문 정자 옆)-1,중부공원녹지사업소
236,낙산공원,동대문정자 옆,어깨근육풀기,1,낙산공원-8(동대문 정자 옆)-2,중부공원녹지사업소
237,낙산공원,동대문정자 옆,허리돌리기,1,낙산공원-8(동대문 정자 옆)-3,중부공원녹지사업소
238,낙산공원,동대문지장암 위,평행봉,1,낙산공원-9(동대문지장암 위)-1,중부공원녹지사업소
239,낙산공원,동대문지장암 위,허리돌리기,1,낙산공원-9(동대문지장암 위)-2,중부공원녹지사업소
240,낙산공원,동대문지장암 위,역기,1,낙산공원-9(동대문지장암 위)-3,중부공원녹지사업소
241,낙산공원,동대문지장암 위,철봉,1,낙산공원-9(동대문지장암 위)-4,중부공원녹지사업소
242,중랑캠핑숲 공원,관리사무소 옆,하체흔들기,1,중랑캠핑숲 공원 1(관리사무소 옆) 1,중부공원녹지사업소
243,중랑캠핑숲 공원,캠핑장 식기세척장 옆,복무강화운동,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 1,중부공원녹지사업소
244,중랑캠핑숲 공원,캠핑장 식기세척장 옆,제자리걷기,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 2,중부공원녹지사업소
245,중랑캠핑숲 공원,캠핑장 식기세척장 옆,역기올려내리기,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 3,중부공원녹지사업소
246,중랑캠핑숲 공원,캠핑장 식기세척장 옆,다리근력운동,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 4,중부공원녹지사업소
247,중랑캠핑숲 공원,캠핑장 식기세척장 옆,다리들어올리기,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 5,중부공원녹지사업소
248,중랑캠핑숲 공원,캠핑장 식기세척장 옆,가슴운동,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 6,중부공원녹지사업소
249,중랑캠핑숲 공원,캠핑장 식기세척장 옆,허리돌리기,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 7,중부공원녹지사업소
250,중랑캠핑숲 공원,캠핑장 식기세척장 옆,하체흔들기,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 8,중부공원녹지사업소
251,중랑캠핑숲 공원,캠핑장 식기세척장 옆,달리기운동,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 9,중부공원녹지사업소
252,중랑캠핑숲 공원,캠핑장 식기세척장 옆,윗몸일으키기,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 10,중부공원녹지사업소
253,중랑캠핑숲 공원,캠핑장 식기세척장 옆,오버턴스트레칭,1,중랑캠핑숲 공원 2(캠핑장 식기세척장 옆) 11,중부공원녹지사업소
254,중랑캠핑숲 공원,5번출구 입구,윗몸일으키기,1,중랑캠핑숲 공원 3(5번출구 입구) 1,중부공원녹지사업소
255,중랑캠핑숲 공원,5번출구 입구,허리돌리기,1,중랑캠핑숲 공원 3(5번출구 입구) 2,중부공원녹지사업소
256,중랑캠핑숲 공원,5번출구 입구,하체흔들기,1,중랑캠핑숲 공원 3(5번출구 입구) 3,중부공원녹지사업소
257,중랑캠핑숲 공원,5번출구 입구,전신운동달리기,1,중랑캠핑숲 공원 3(5번출구 입구) 4,중부공원녹지사업소
258,중랑캠핑숲 공원,도토리쉼터,싣업머신,1,중랑캠핑숲 공원 4(도토리쉼터) 1,중부공원녹지사업소
259,중랑캠핑숲 공원,도토리쉼터,트위스트머신,1,중랑캠핑숲 공원 4(도토리쉼터) 2,중부공원녹지사업소
260,중랑캠핑숲 공원,도토리쉼터,워킹트레이너머신,1,중랑캠핑숲 공원 4(도토리쉼터) 3,중부공원녹지사업소
261,중랑캠핑숲 공원,도토리쉼터,파도타기,1,중랑캠핑숲 공원 4(도토리쉼터) 3,중부공원녹지사업소
262,중랑캠핑숲 공원,구름다리 위쪽,써핑롤링머신,1,중랑캠핑숲 공원 5(구름다리 위쪽) 1,중부공원녹지사업소
263,중랑캠핑숲 공원,구름다리 위쪽,워킹트레이너머신,1,중랑캠핑숲 공원 5(구름다리 위쪽) 2,중부공원녹지사업소
264,중랑캠핑숲 공원,구름다리,싣업머신,1,중랑캠핑숲 공원 6(구름다리) 1,중부공원녹지사업소
265,중랑캠핑숲 공원,구름다리,트위스트머신,1,중랑캠핑숲 공원 6(구름다리) 2,중부공원녹지사업소
266,중랑캠핑숲 공원,구름다리,써핑롤링머신,1,중랑캠핑숲 공원 6(구름다리) 3,중부공원녹지사업소
267,중랑캠핑숲 공원,구름다리,달리기운동,1,중랑캠핑숲 공원 6(구름다리) 4,중부공원녹지사업소
268,중랑캠핑숲 공원,전망대옆,싣업머신,1,중랑캠핑숲 공원 7(전망대 옆) 1,중부공원녹지사업소
269,중랑캠핑숲 공원,전망대옆,트위스트머신,1,중랑캠핑숲 공원 7(전망대 옆) 2,중부공원녹지사업소
270,중랑캠핑숲 공원,약수터 옆,하체흔들기,1,중랑캠핑숲 공원 8(약수터 옆) 1,중부공원녹지사업소
271,중랑캠핑숲 공원,약수터 옆,허리돌리기,1,중랑캠핑숲 공원 8(약수터 옆) 2,중부공원녹지사업소
272,용산공원,다목적체육시설,"장,비장애복합기구",1,용산공원-1(다목적)-1,중부공원녹지사업소
273,용산공원,다목적체육시설,쇼울러프레스,1,용산공원-1(다목적)-2,중부공원녹지사업소
274,용산공원,다목적체육시설,버터플라이,1,용산공원-1(다목적)-3,중부공원녹지사업소
275,용산공원,다목적체육시설,시티체스트프레스,1,용산공원-1(다목적)-4,중부공원녹지사업소
276,용산공원,다목적체육시설,하이 프리,1,용산공원-1(다목적)-5,중부공원녹지사업소
277,용산공원,다목적체육시설,시티드레그프레스,1,용산공원-1(다목적)-6,중부공원녹지사업소
278,용산공원,다목적체육시설,스텐딩레그걸,1,용산공원-1(다목적)-7,중부공원녹지사업소
279,용산공원,다목적체육시설,레그익스덴션,1,용산공원-1(다목적)-8,중부공원녹지사업소
280,용산공원,다목적체육시설,레그스쿼트,1,용산공원-1(다목적)-9,중부공원녹지사업소
281,용산공원,다목적체육시설,허리돌리기,1,용산공원-1(다목적)-10,중부공원녹지사업소
282,용산공원,다목적체육시설,허리돌리기,1,용산공원-1(다목적)-11,중부공원녹지사업소
283,용산공원,다목적체육시설,온몸근육풀기,1,용산공원-1(다목적)-12,중부공원녹지사업소
284,용산공원,다목적체육시설,온몰근육풀기,1,용산공원-1(다목적)-13,중부공원녹지사업소
285,용산공원,다목적체육시설,양팔줄당기기,1,용산공원-1(다목적)-14,중부공원녹지사업소
286,용산공원,다목적체육시설,양팔줄당기기,1,용산공원-1(다목적)-15,중부공원녹지사업소
287,용산공원,다목적체육시설,등지압운동기구,1,용산공원-1(다목적)-16,중부공원녹지사업소
288,용산공원,다목적체육시설,철 봉,1,용산공원-1(다목적)-17,중부공원녹지사업소
289,용산공원,다목적체육시설,다리근육풀기,1,용산공원-1(다목적)-18,중부공원녹지사업소
290,용산공원,다목적체육시설,매달려건너기,1,용산공원-1(다목적)-19,중부공원녹지사업소
291,용산공원,다목적체육시설,어깨근육풀기,1,용산공원-1(다목적)-20,중부공원녹지사업소
292,용산공원,밤나무 체육시설,트윈트위스트,1,용산공원-2(밤나무)-1,중부공원녹지사업소
293,용산공원,밤나무 체육시설,허리돌리기,1,용산공원-2(밤나무)-2,중부공원녹지사업소
294,용산공원,밤나무 체육시설,역 기,1,용산공원-2(밤나무)-3,중부공원녹지사업소
295,용산공원,밤나무 체육시설,역 기,1,용산공원-2(밤나무)-4,중부공원녹지사업소
296,용산공원,밤나무 체육시설,헬스형 평행봉,1,용산공원-2(밤나무)-5,중부공원녹지사업소
297,용산공원,밤나무 체육시설,평행봉,1,용산공원-2(밤나무)-6,중부공원녹지사업소
298,용산공원,밤나무 체육시설,윗몸일으키기,1,용산공원-2(밤나무)-7,중부공원녹지사업소
299,용산공원,밤나무 체육시설,윗몸일으키기,1,용산공원-2(밤나무)-8,중부공원녹지사업소
300,용산공원,밤나무 체육시설,윗몸일으키기,1,용산공원-2(밤나무)-9,중부공원녹지사업소
301,용산공원,밤나무 체육시설,윗몸일으키기,1,용산공원-2(밤나무)-10,중부공원녹지사업소
302,용산공원,밤나무 체육시설,철 봉,1,용산공원-2(밤나무)-11,중부공원녹지사업소
303,용산공원,밤나무 체육시설,꺼구로매달리기,1,용산공원-2(밤나무)-12,중부공원녹지사업소
304,용산공원,밤나무 체육시설,하늘걷기,1,용산공원-2(밤나무)-13,중부공원녹지사업소
305,용산공원,밤나무 체육시설,옆 파도타기,1,용산공원-2(밤나무)-14,중부공원녹지사업소
306,용산공원,밤나무 체육시설,온몸근육풀기,1,용산공원-2(밤나무)-15,중부공원녹지사업소
307,용산공원,2광장 끝편,온몸근육풀기,1,용산공원-3(2광장)-1,중부공원녹지사업소
308,용산공원,2광장 끝편,말타기,1,용산공원-3(2광장)-1,중부공원녹지사업소
309,용산공원,2광장 끝편,허리펴기,1,용산공원-3(2광장)-1,중부공원녹지사업소
310,용산공원,2광장 끝편,체중들어올리기,1,용산공원-3(2광장)-1,중부공원녹지사업소
311,간데메공원,팔각정 옆,다리운동기,1,간데메공원-1(팔각정옆)-1,중부공원녹지사업소
312,간데메공원,팔각정 옆,오금펴기 다리뻗치기,1,간데메공원-1(팔각정옆)-2,중부공원녹지사업소
313,간데메공원,원두막 옆,역기,1,간데메공원-2(원두마옆)-1,중부공원녹지사업소
314,간데메공원,원두막 옆,허리 회전판,1,간데메공원-2(원두마옆)-2,중부공원녹지사업소
315,간데메공원,다목적광장,철봉,1,간데메공원-3(다목적광장)-1,중부공원녹지사업소
316,간데메공원,다목적광장,파도타기,1,간데메공원-3(다목적광장)-2,중부공원녹지사업소
317,간데메공원,다목적광장,온몸전신펴기,1,간데메공원-3(다목적광장)-3,중부공원녹지사업소
318,간데메공원,다목적광장,발바닥 마사지기,1,간데메공원-3(다목적광장)-4,중부공원녹지사업소
319,간데메공원,다목적광장,허리 회전판,1,간데메공원-3(다목적광장)-5,중부공원녹지사업소
320,간데메공원,다목적광장,등허리 제치기,1,간데메공원-3(다목적광장)-6,중부공원녹지사업소
321,간데메공원,다목적광장,윗몸일으키기,1,간데메공원-3(다목적광장)-7,중부공원녹지사업소
322,간데메공원,후문 산책로,온몸역기올리기,1,간데메공원-4(후문산책로)-1,중부공원녹지사업소
323,간데메공원,후문 산책로,매달리기,1,간데메공원-4(후문산책로)-2,중부공원녹지사업소
324,간데메공원,후문 산책로,허벅지근육풀기,1,간데메공원-4(후문산책로)-3,중부공원녹지사업소
325,간데메공원,농구장 옆,마라톤운동,1,간데메공원-5(농구장옆)-1,중부공원녹지사업소
326,간데메공원,농구장 옆,온몸 노젖기,1,간데메공원-5(농구장옆)-2,중부공원녹지사업소
327,간데메공원,음수대 앞,평행봉,1,간데메공원-6(음수대앞)-1,중부공원녹지사업소
328,간데메공원,야외화장실 옆,좌식 사이클,1,간데메공원-7(야외화장실옆)-1,중부공원녹지사업소
329,간데메공원,야외화장실 옆,개량평행봉,1,간데메공원-7(야외화장실옆)-2,중부공원녹지사업소
330,간데메공원,장미터널 출입구,큰활차,1,간데메-8(장미터널출입구)-1,중부공원녹지사업소
331,간데메공원,장미터널 출입구,롤링웨이스트,1,간데메-8(장미터널출입구)-2,중부공원녹지사업소
332,간데메공원,장미터널 출입구,허벅지근육풀기,1,간데메-8(장미터널출입구)-3,중부공원녹지사업소
333,간데메공원,장미터널 출입구,좌식 사이클,1,간데메-8(장미터널출입구)-4,중부공원녹지사업소
334,간데메공원,장미터널 출입구,허리 회전판,1,간데메-8(장미터널출입구)-5,중부공원녹지사업소
335,간데메공원,장미터널 중간,등허리 마사지기,1,간데메-9(장미터널중간)-1,중부공원녹지사업소
336,간데메공원,장미터널 중간,로프 당기기,1,간데메-9(장미터널중간)-2,중부공원녹지사업소
337,간데메공원,연못 분수대 옆,로프 당기기,1,간데메-10(연못분수대옆)-1,중부공원녹지사업소
